Brand,SubBrand,Arcsoft SDK,Face++ SDK,SenseTime SDK,Biometric SensorTech SDK,System Face App
general_luxe,shahin_iii,,,system/system/lib64/libstfaceunlock.so; system/system/lib/libstfaceunlock.so,,system/system/app/TFaceServiceApp/TFaceServiceApp.apk; system/system/priv-app/FaceUnlock/FaceUnlock.apk
generalmobile,etab5,,,,,
getac,zx10,,,,,
getac,zx70,,,,,
getac,zx70g2,,,,,
gigaset,gs290,,,system/system/lib64/libstfaceunlock.so; system/system/lib/libstfaceunlock.so,,system/system/app/TFaceServiceApp/TFaceServiceApp.apk; system/system/priv-app/FaceUnlock/FaceUnlock.apk
gigaset,gs3,,,,,system/system/priv-app/FaceUnlock/FaceUnlock.apk
gigaset,gs5,,,,vendor/lib64/libbstFaceUnlock.so; vendor/lib/libbstFaceUnlock.so,
gigaset,gx4_pro,,,,vendor/lib64/libbstFaceUnlock.so; vendor/lib/libbstFaceUnlock.so,
gigi,gigi_u1,,,,,
gionee,f10,,,,,system/system/priv-app/PM_FaceUnlockEx/PM_FaceUnlockEx.apk
gionee,f10_plus,,,,,
gionee,gionee_bj17g06,,,,,system/app/Amigo_FaceRecog/Amigo_FaceRecog.apk
gionee,gionee_sw17g12,,,,,system/app/Amigo_FaceRecog/Amigo_FaceRecog.apk
gionee,gionee_wbw5617,,,,,system/app/FaceLock/FaceLock.apk
gm,g501,,,system/system/lib64/libstfaceunlock.so; system/system/lib/libstfaceunlock.so,,system/system/app/TFaceServiceApp/TFaceServiceApp.apk; system/system/priv-app/FaceUnlock/FaceUnlock.apk
gm,gm8,,,,,
gm,gm8_d_sprout,,,,,system/system/app/FaceLock/FaceLock.apk
gm,gm8_sprout,,,,,system/system/app/FaceLock/FaceLock.apk
gm,gm9plus_s,,,,,system/system/app/FaceLock/FaceLock.apk
gm,gm9pro,,,,,
gm,gm9pro_sprout,,,,,system/system/app/FaceLock/FaceLock.apk
gm,shamrock,,,,,system/app/FaceLock/FaceLock.apk
go1006,sp9832e_fs097_go,,,,,
gomobile,go505,,,,,
google,adt2,,,,,
google,akita,,,,,
google,angler,,84239b02e7257ba6e627a2a80c1091d1bedce73b/system/system/app/FaceID/lib/arm/libMegviiUnlock.so; 84239b02e7257ba6e627a2a80c1091d1bedce73b/system/system/lib/libMegviiUnlock.so; miui_MI8SE_9.7.25_92a3fadbc8_9.0/system/app/MiuiBiometric/lib/arm64/libMegviiUnlock.so; miui_MI8SE_9.7.25_92a3fadbc8_9.0/system/lib64/libMegviiUnlock.so; miui_MIMIX2_9.7.25_f2c77fc810_9.0/system/app/MiuiBiometric/lib/arm64/libMegviiUnlock.so; miui_MIMIX2_9.7.25_f2c77fc810_9.0/system/lib64/libMegviiUnlock.so; miui_MIMIX2Global_V10.4.1.0.PDEMIXM_3580d2ac05_9.0/system/app/MiuiBiometric/lib/arm64/libMegviiUnlock.so; miui_MIMIX2Global_V10.4.1.0.PDEMIXM_3580d2ac05_9.0/system/lib64/libMegviiUnlock.so; miui_MINote3_9.7.25_ea8f152b55_9.0/system/app/MiuiBiometric/lib/arm64/libMegviiUnlock.so; miui_MINote3_9.7.25_ea8f152b55_9.0/system/lib64/libMegviiUnlock.so; NX611J-update/system/app/NubiaFaceId/lib/arm64/libMegviiUnlock.so; NX619J-update/system/system/app/NubiaFaceId/lib/arm64/libMegviiUnlock.so; NX629J-update/system/system/app/NubiaFaceId/lib/arm64/libMegviiUnlock.so; UL-WW_Z01QD_1-WW-15.1616.1809.48-1.1.12-user/system/system/app/AsusFaceUnlockService/lib/arm64/libMegviiUnlock.so,CPH1861EX_11_A.39_OTA_0390_all_201907081744/vendor/lib64/libstfaceunlockocl.so; CPH1861EX_11_A.39_OTA_0390_all_201907081744/vendor/lib/libstfaceunlockocl.so; miui_DAVINCIGlobal_V10.3.9.0.PFJMIXM_1b6f5bc7ca_9.0/system/system/app/MiuiBiometric/lib/arm64/libstfaceunlockocl.so; miui_DAVINCIGlobal_V10.3.9.0.PFJMIXM_1b6f5bc7ca_9.0/system/system/lib64/libstfaceunlockocl.so; miui_HM6A_V10.4.3.0.PCBCNXM_9a4aa642d2_9.0/system/system/app/MiuiBiometric/lib/arm/libstfaceunlockppl.so; miui_HM6A_V10.4.3.0.PCBCNXM_9a4aa642d2_9.0/system/system/lib/libstfaceunlockppl.so; miui_HM6_V10.4.2.0.PCGCNXM_2748275372_9.0/system/system/app/MiuiBiometric/lib/arm/libstfaceunlockppl.so; miui_HM6_V10.4.2.0.PCGCNXM_2748275372_9.0/system/system/lib/libstfaceunlockppl.so; miui_PINEEEAGlobal_V10.2.3.0.PCMEUXM_2f66f8d068_9.0/system/system/app/MiuiBiometric/lib/arm/libstfaceunlockocl.so; miui_PINEEEAGlobal_V10.2.3.0.PCMEUXM_2f66f8d068_9.0/system/system/lib/libstfaceunlockocl.so; miui_PYXIS_9.7.25_f4c853eef1_9.0/system/system/app/MiuiBiometric/lib/arm64/libstfaceunlockocl.so; miui_PYXIS_9.7.25_f4c853eef1_9.0/system/system/lib64/libstfaceunlockocl.so; miui_VELA_9.7.25_482be0faee_9.0/system/system/app/MiuiBiometric/lib/arm64/libstfaceunlockocl.so; miui_VELA_9.7.25_482be0faee_9.0/system/system/lib64/libstfaceunlockocl.so,,67f2dd18465b81679a35c4307c299237ec723ea3/system/app/FaceLock/FaceLock.apk; 84239b02e7257ba6e627a2a80c1091d1bedce73b/system/system/app/FaceID/FaceID.apk; a3fdf9a7be3548459a79e62f3726edc6bf94cbe4/system/system/app/FaceLock/FaceLock.apk; ALBUS_OPSS27.76-12-25-23_cid50_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/app/FaceLock/FaceLock.apk; ALJETER_PPP29.55-35-12_cid50_subsidy-DEFAULT_regulatory-DEFAULT_MODEM_Z_CFC.xml/system/app/FaceLock/FaceLock.apk; angler-opm7.181205.001-factory-b75ce068/system/app/FaceLock/FaceLock.apk; BECKHAM_PPW29.183-29-1_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; BECKHAM_PPW29.183-29-1_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk; c2ac98a054a940b7c344d74e8dcd608e869b0a00/system/system/priv-app/WosFaceService/WosFaceService.apk; c496f9e78493f7ddc75ef1044c4de81dfd18b2ef/system/system/app/FaceLock/FaceLock.apk; HANNAH_SPRINT_OCPS27.91-32-15-2_cid50_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/app/FaceLock/FaceLock.apk; HARPIA_VF_NPIS26.48-43-2_cid50_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/app/FaceLock/FaceLock.apk; KANE_PSA29.137-19_subsidy-DEFAULT_regulatory-XT1970-2-CHINA_CFC.xml/system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; KANE_PSA29.137-19_subsidy-DEFAULT_regulatory-XT1970-2-CHINA_CFC.xml/system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk; MONTANA_RETAIL_8.1.0_OPPS28.65-37-7-6_cid50_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/app/FaceLock/FaceLock.apk; MONTANA_RETLOCK_OPPS28.65-37-7-6_cid51_subsidy-TRUETH_regulatory-DEFAULT_CFC.xml/system/app/FaceLock/FaceLock.apk; NX611J-update/system/app/NubiaFaceId/NubiaFaceId.apk; NX619J-update/system/system/app/NubiaFaceId/NubiaFaceId.apk; NX629J-update/system/system/app/NubiaFaceId/NubiaFaceId.apk; occam-lmy48t-factory-c43c7cfd/system/app/FaceLock/FaceLock.apk; OnePlus5TOxygen_43_OTA_050_all_1907181455_07c3fb83259d4547/system/priv-app/OPFaceUnlock/OPFaceUnlock.apk; OnePlus6Oxygen_22_OTA_050_all_1907162300_959b78/system/system/priv-app/OPFaceUnlock/OPFaceUnlock.apk; OnePlus7Oxygen_14.O.13_OTA_013_all_1907122308_3dc791b99b844b82/system/system/priv-app/OPFaceUnlock/OPFaceUnlock.apk; OnePlus7ProOxygen_21.E.15_OTA_015_all_1907281610_ce0f1a6b7c8/system/system/priv-app/OPFaceUnlock/OPFaceUnlock.apk; PAYTON_PPWS29.69-39-2-1_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/app/FaceLock/FaceLock.apk; RIVER_PPO29.114-134_cid50_subsidy-DEFAULT_regulatory-XT1962-4-SUTEL-DS_CFC.xml/system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; RIVER_PPO29.114-134_cid50_subsidy-DEFAULT_regulatory-XT1962-4-SUTEL-DS_CFC.xml/system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk; SURFNA_PPB29.73-52_cid50_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/app/FaceLock/FaceLock.apk; system/app/FaceLock/FaceLock.apk; tissot_images_7.8.23_20170823.0000.00_7.1_61cf97d794/system/system/app/FaceLock/FaceLock.apk; troika_oem_user_9_PSA29.120_6e42_release-keys_oem.xml/system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; troika_oem_user_9_PSA29.120_6e42_release-keys_oem.xml/system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk; UL-WW_Z01QD_1-WW-15.1616.1809.48-1.1.12-user/system/system/app/AsusFaceUnlockService/AsusFaceUnlockService.apk; XT1929-3_BECKHAM_SPRINT_9.0_PCW29.85-36_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; XT1929-3_BECKHAM_SPRINT_9.0_PCW29.85-36_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk; XT1942-1_CHEF_CMCC_8.1.0_OCT28.67-54_subsidy-DEFAULT_regulatory-DEFAULT_CFC.xml/system/system/app/FaceLock/FaceLock.apk
google,atom,,,,,
google,aurora,,,,,
google,baracus,,,,,
google,barbet,,,,,
google,bluejay,,,,,
google,blueline,,,,,
google,bonito,,,,,
google,boreal,,,,,
google,bramble,,,,,
google,bullhead,,,,,system/app/FaceLock/FaceLock.apk
google,caiman,,,,,
google,cheetah,,,,,
google,comet,,,,,
google,coral,,,,,
google,crespo,,,,,
google,crosshatch,,,,,
google,deb,,,,,system/app/FaceLock/FaceLock.apk
google,dragon,,,,,system/app/FaceLock/FaceLock.apk
google,emu64a,,,,,
google,emulator64_arm64,,,,,
google,emulator_arm64,,,,,
google,eos,,,,,
google,felix,,,,,
google,flame,,,,,
google,flo,,,,,system/app/FaceLock/FaceLock.apk
google,flounder,,,,,system/app/FaceLock/FaceLock.apk
google,flounder_lte,,,,,system/app/FaceLock/FaceLock.apk
google,fugu,,,,,
google,generic,,,,,
google,generic_arm64_ab,,,,,
google,generic_x86_64,,,,,
google,generic_x86_64_arm64,,,,,
google,glass-1,,,,,
google,glass-2,,,,,
google,glass_v3,,,,,
google,grouper,,,,,system/app/FaceLock/FaceLock.apk
google,gsi_arm64,,,,,
google,hammerhead,,,,,system/app/FaceLock.apk
google,helios,,,,,
google,husky,,,,,
google,kirkwood,,,,,
google,kiyomi,,,,,
google,komodo,,,,,
google,kukui_cheets,,,,,
google,luna,,,,,
google,lynx,,,,,
google,mako,,,,,system/app/FaceLock/FaceLock.apk
google,marlin,,,,,system/system/app/FaceLock/FaceLock.apk
google,molly,,,,,
google,oriole,,,,,
google,panther,,,,,
google,phantasm,,,,,
google,qssi,,,,,
google,r11,,,,,
google,r11btwifi,,,,,
google,raven,,,,,
google,redfin,,,,,
google,sabrina,,,,,
google,sailfish,,,,,system/system/app/FaceLock/FaceLock.apk
google,sargo,,,,,
google,seed,,,,,system/app/FaceLock/FaceLock.apk
google,shamu,,,,,system/app/FaceLock/FaceLock.apk
google,shiba,,,,,
google,sunfish,,,,,
google,taimen,,,,,system/system/app/FaceLock/FaceLock.apk
google,tangorpro,,,,,
google,tegu,,,,,
google,tilapia,,,,,system/app/FaceLock/FaceLock.apk
google,tokay,,,,,
google,vsoc_kiwi_x86_64,,,,,
google,walleye,,,,,system/system/app/FaceLock/FaceLock.apk
google,yellowstone,,,,,system/app/FaceLock.apk
gopro,buckhorn,,,,,
gopro,karma-controller,,,,,
gpd,xp,,,,,
haier,a1,,,,,
haier,a3_lite,,,,,
hesc,sl8541e_1h10,,,,,system/priv-app/HeilsFaceUnlock/HeilsFaceUnlock.apk
hi6250,hi6250,,,,,
hiby,rs6,,,,,
hiby,rs8,,,,,
hipstreet-lyf,ls-5013,,,,,system/app/FaceLock/FaceLock.apk
hisense,hamamatsucho,,,,,
hisense,hlte202n,,,system/system/app/Vision_FaceUnLockApp/lib/arm64/libstfaceunlockppl.so,,system/system/app/Vision_FaceUnLockApp/Vision_FaceUnLockApp.apk
hisense,sc9832e,,,system/system/lib/libstfaceunlockppl.so; system/system/priv-app/SystemUI/lib/arm/libstfaceunlockppl.so,,
hmd,lgd,,system_ext/priv-app/HMDFaceService/lib/arm64/libanc_faceid.so,,,system_ext/priv-app/HMDFaceService/HMDFaceService.apk
hmd,nhk,,system_ext/priv-app/HMDFaceService/lib/arm64/libanc_faceid.so,,,system_ext/priv-app/HMDFaceService/HMDFaceService.apk
hmd,nighthawk,,system_ext/priv-app/HMDFaceService/lib/arm64/libanc_faceid.so,,,system_ext/priv-app/HMDFaceService/HMDFaceService.apk
hmd,nyx,,system_ext/priv-app/HMDFaceService/lib/arm64/libanc_faceid.so; system_ext/priv-app/HMDFaceService/lib/arm/libanc_faceid.so,,,system_ext/priv-app/HMDFaceService/HMDFaceService.apk
hmd,shk,,,,,
hmd,tct,,system_ext/priv-app/HMDFaceService/lib/arm64/libanc_faceid.so,,,system_ext/priv-app/HMDFaceService/HMDFaceService.apk
homtom,c8,,,,,system/priv-app/FaceUnlock/FaceUnlock.apk
honeywell,ct47,,,,,
honeywell,eda10a,,,,,
honeywell,eda52,,,,,
honeywell,hon4290,,,,,
honeywell,hon660,,,,,
honor,eli,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,elp,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,hnelp,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,hnnth,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,hnrky-m1,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,hnver,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,parrot,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,ptp,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,rea,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,sun,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
honor,ver,,,,,system_ext/app/HnSecurityServer/HnLocalFaceIdAuth.apk
hp,butler,,,,,system/app/FaceLock/FaceLock.apk
hp,pioneer,,,,,
htc,europe_magnids,,,,,system/system/app/FaceLock.apk
htc,htc_acawhl,,,,,system/app/FaceLock/FaceLock.apk
htc,htc_himaulatt,,,,,system/app/FaceLock/FaceLock.apk
htc,htc_imeuhl,,,,,
htc,htc_m8,,,,,
htc,htc_m8whl,,,,,system/app/FaceLock/FaceLock.apk
htc,htc_ocnwhl,,,,,system/app/FaceLock/FaceLock.apk
htc,htc_pmeuhl,,,,,system/app/FaceLock/FaceLock.apk
htc,htc_rtxspcs,,,,,
huami,msm8909w,,,,,
huawei,8425l,,,,,system/system/priv-app/HwSecurityServer/HwLocalFaceIdAuth.apk
huawei,atlanta,,,,,
huawei,generic_a15,,,,,
huawei,huaweimate60,,vendor/lib64/libanc_faceid.so,,,
huawei,hwana,,,,,system/app/HwSecurityServer/HwLocalFaceIdAuth.apk
huawei,hwcun-u6582,,,,,
huawei,miami,,,,,
huawei,ohosqssi,,,,,system/system/priv-app/HwSecurityServer/HwLocalFaceIdAuth.apk
huawei,p30,,,,,system/priv-app/FaceLock/FaceLock.apk; system/priv-app/FaceLockSettings/FaceLockSettings.apk
huawei,sturgeon,,,,,
ibasso,dx170,,,,,
ibasso,dx320,,,,,
ibasso,dx320max,,,,,
iiif150,air1_ultra_pro,,,vendor/lib64/libstfaceunlockppl.so,,system/system/priv-app/Aiui_FaceLock/Aiui_FaceLock.apk
iiif150,raptor,,,vendor/lib64/libstfaceunlockppl.so,,system/system/priv-app/Aiui_FaceLock/Aiui_FaceLock.apk
iku,a25,,,,,system/system/app/TydFaceLock/TydFaceLock.apk; system/system/priv-app/FaceIdService/FaceIdService.apk
iku,ix,,,,,
impression,impad_p101,,,,,system/app/FaceLock/FaceLock.apk
impression,impad_p104,,,,,system/app/FaceLock/FaceLock.apk
infinix,infinix-x650,,,system/lib/libstfaceunlockppl.so,,system/app/FaceID/FaceID.apk
infinix,infinix-x650c,,,system/system/app/FaceID/lib/arm64/libstfaceunlockppl.so; system/system/lib64/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk
infinix,infinix-x650d,,,system/system/lib64/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk
infinix,infinix-x6515,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6525b,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6528,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6531,,,vendor/lib64/libstfaceunlockppl.so; vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6531b,,,vendor/lib64/libstfaceunlockppl.so; vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6532,,,vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x655f,,,system/system/lib64/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk; system/system/app/FaceidSub/FaceidSub.apk
infinix,infinix-x657b,,,system_ext/app/FaceID/lib/arm/libstfaceunlockppl.so; system_ext/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x657c,,,system/system/app/FaceID/lib/arm/libstfaceunlockppl.so; system/system/lib/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk; system/system/app/FaceidSub/FaceidSub.apk
infinix,infinix-x662,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x663c,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x663d,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x665b,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x666,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x666b,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x669d,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x670,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6710,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6711,,,vendor/lib64/libstfaceunlockppl.so; vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6739,,,vendor/lib64/libstfaceunlockppl.so; vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x680d,,,system/system/app/FaceID/lib/arm/libstfaceunlockppl.so; system/system/lib/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk; system/system/app/FaceidSub/FaceidSub.apk
infinix,infinix-x6812,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x6815d,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6816d,,,,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x6820,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6826,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x6827,,,,,system_ext/app/FaceID/FaceID.apk
infinix,infinix-x682c,,,product/app/FaceID/lib/arm64/libstfaceunlockppl.so; product/lib64/libstfaceunlockppl.so,,product/app/FaceID/FaceID.apk; product/app/FaceidSub/FaceidSub.apk
infinix,infinix-x689,,,system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x689b,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x690,,,system/system/app/FaceID/lib/arm64/libstfaceunlockppl.so; system/system/lib64/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk; system/system/app/FaceidSub/FaceidSub.apk
infinix,infinix-x690b,,,system/system/app/FaceID/lib/arm64/libstfaceunlockppl.so; system/system/lib64/libstfaceunlockppl.so,,system/system/app/FaceID/FaceID.apk; system/system/app/FaceidSub/FaceidSub.apk
infinix,infinix-x695,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x695c,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,infinix-x698,,,system_ext/app/FaceID/lib/arm64/libstfaceunlockppl.so; system_ext/lib64/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk; system_ext/app/FaceidSub/FaceidSub.apk
infinix,x601,,,,,
intel,vm300,,,,,
intex,aqua_freedom,,,,,
intex,cloud_4g_star,,,,,
intex,cloud_q11,,,,,system/app/FaceLock/FaceLock.apk
intex,device,,,,,
intex,intex_aqua_selfie,,,,,
iplay_20,iplay_20,,,,,
iqoo,2009,,vendor/lib64/libMegviiUnlock.so,,,
iqoo,2017,,,,,
iqoo,2018,,,,,
iqoo,i1928,,vendor/lib64/libMegviiUnlock.so,,,
iqoo,i2201,,,,,
iqoo,i2212,,vendor/lib64/libanc_faceid.so,,,
iqoo,i2220,,vendor/lib64/libanc_faceid.so,,,
iqoo,i2401,,vendor/lib64/libanc_faceid.so,,,
iqoo,kona,,vendor/lib64/libMegviiUnlock.so,,,system/system/app/FaceUnlock/FaceUnlock.apk
irbis,sp493,,,,,
itel,itel-a14,,,,,
itel,itel-a16-plus,,,,,
itel,itel-a662l,,,,,
itel,itel-l5002,,,,,
itel,itel-l5502,,,,,
itel,itel-l5503,,,,,
itel,itel-l6002p,,,,,
itel,itel-l6003p,,,,,
itel,itel-p10003l,,,,,
itel,itel-p661n,,,vendor/lib64/libstfaceunlockppl.so; vendor/lib/libstfaceunlockppl.so,,system_ext/app/FaceID/FaceID.apk
itel,itel-s665l,,,,,system_ext/app/FaceID/FaceID.apk
itel,itel-w4003,,,,,
itel,itel-w5504,,,,,
itel,l6005,,,,,
itel,w6002,,,,,
jiaguwen,t3a,,,,,
jinga,neon,,,,,
jingpad,jingpad_c1,,,,,
jio,f491h,,,,,
jio,franklin,,,,,
jio,jioospro,,,,,
jio,ls1542qw,,,,,
karbonn,k9_smart_plus,,,,,
karbonn,karbonn_vue_1,,,,,
karbonn,platinum_p9_pro,,,,,system/priv-app/FaceLockSetting/FaceLockSetting.apk
kepler,ss8827,,,,,system/system/priv-app/OPFaceUnlock/OPFaceUnlock.apk
kirin710,kirin710,,odm/lib64/libMegviiUnlock.so,,,system/system/app/HwSecurityServer/HwLocalFaceIdAuth.apk
kirin970,kirin970,,odm/lib64/libMegviiUnlock.so,,,
kodak,kodakektra,,,,,
koobee,sl004t,,,,,
kospet,prime,,,,,system/priv-app/HeilsFaceUnlock/HeilsFaceUnlock.apk
kw06,kw06,,,,,
kyocera,kyv47,,,,,
kyocera,s2_sprout,,,,,system/system/app/FaceLock/FaceLock.apk
lava,iris51,,,,,
lava,le9810,,,system/priv-app/LavaFaceUnlockST/lib/arm/libstfaceunlock.so,,system/priv-app/LavaFaceUnlockST/LavaFaceUnlockST.apk
lava,le9820,,,system/priv-app/LavaFaceUnlockST/lib/arm64/libstfaceunlock.so,,system/priv-app/LavaFaceUnlockST/LavaFaceUnlockST.apk
lava,le9830,,,system/system/priv-app/InoFaceUnlock/lib/arm64/libstfaceunlock.so,,system/system/priv-app/InoFaceUnlock/InoFaceUnlock.apk
lava,lf9810_2gb,,,system/system/priv-app/InoFaceUnlock/lib/arm64/libstfaceunlock.so,,system/system/priv-app/InoFaceUnlock/InoFaceUnlock.apk
lava,ln9910,,,,,
lava,lxx501,,,system/system/lib64/libstfaceunlock.so; system/system/lib/libstfaceunlock.so,,system/system/app/TFaceServiceApp/TFaceServiceApp.apk; system/system/priv-app/FaceUnlock/FaceUnlock.apk
lava,lxx503,,,,vendor/lib64/libbstFaceUnlock.so; vendor/lib/libbstFaceUnlock.so,
lava,lxx504,,,,vendor/lib64/libbstFaceUnlock.so; vendor/lib/libbstFaceUnlock.so,
lava,lxx505,,,,,system/system/priv-app/Aiui_FaceLock/Aiui_FaceLock.apk
lava,lxx518,,,,vendor/lib64/libbstFaceUnlock.so,
lava,lzx407,,,,vendor/lib64/libbstFaceUnlock.so; vendor/lib/libbstFaceUnlock.so,
lava,z51,,,,,
lava,z82,,,,,system/system/app/FaceLock/FaceLock.apk
leagoo,m10,,,,,
leeco,le_s2,,,system/priv-app/APPLetvFaceRecognition/lib/arm64/libstfaceunlock.so,,system/priv-app/APPLetvFaceRecognition/APPLetvFaceRecognition.apk
leeco,le_x6,,,system/priv-app/APPLetvFaceRecognition/lib/arm64/libstfaceunlock.so,,system/priv-app/APPLetvFaceRecognition/APPLetvFaceRecognition.apk
leeco,le_x7,,,system/priv-app/APPLetvFaceRecognition/lib/arm64/libstfaceunlock.so,,system/priv-app/APPLetvFaceRecognition/APPLetvFaceRecognition.apk
lemx,lemx,,,,,
lenovo,701lv,,,,,system/app/FaceLock/FaceLock.apk
lenovo,702lv,,,,,system/app/FaceLock/FaceLock.apk
lenovo,7305f,,system/system/priv-app/MtkSystemUI/lib/arm/libMegviiUnlock.so,,,
lenovo,7305i,,system/system/priv-app/MtkSystemUI/lib/arm/libMegviiUnlock.so,,,
lenovo,7305x,,system/system/priv-app/MtkSystemUI/lib/arm/libMegviiUnlock.so,,,
lenovo,7306f,,,,,
lenovo,a10-70f,,,,,system/app/FaceLock/FaceLock.apk
lenovo,a10-70l,,,,,system/app/FaceLock/FaceLock.apk
lenovo,a1010a20,,,,,
lenovo,a101lv,,,,,
lenovo,a369i,,,,,
lenovo,a6600a40,,,,,system/app/FaceLock/FaceLock.apk
lenovo,achilles6_row_data,,,,,
lenovo,achilles6_row_wifi,,,,,
lenovo,ak57,,,,,
