Brand,SubBrand,Arcsoft SDK,Face++ SDK,SenseTime SDK,Biometric SensorTech SDK,System Face App
lenovo,akita_row_call,,system/system/priv-app/MtkSettings/lib/arm64/libMegviiUnlock.so; system/system/priv-app/MtkSystemUI/lib/arm64/libMegviiUnlock.so,,,
lenovo,akita_row_wifi,,,,,
lenovo,amar_prc_wifi_com,,,,,
lenovo,amar_row_lte,,,,,
lenovo,amar_row_wifi,,,,,
lenovo,anna_row_call,,system/system/priv-app/MtkSettings/lib/arm64/libMegviiUnlock.so; system/system/priv-app/MtkSystemUI/lib/arm64/libMegviiUnlock.so,,,
lenovo,anna_row_wifi,,system/system/priv-app/MtkSettings/lib/arm64/libMegviiUnlock.so; system/system/priv-app/MtkSystemUI/lib/arm64/libMegviiUnlock.so,,,
lenovo,brady,,,,,system/app/FaceLock/FaceLock.apk
lenovo,cd-18781y,,,,,
lenovo,cofud,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
lenovo,cream,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,
lenovo,elf-8605l,,,,,
lenovo,guamp,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
lenovo,halo,,,,,system/system/priv-app/UFaceService/UFaceService.apk
lenovo,heart,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,
lenovo,helios,,,,,
lenovo,j606l,,,,,
lenovo,j607f,,,,,system/system/priv-app/UFaceService/UFaceService.apk
lenovo,j607z,,,,,
lenovo,j706f,,,,,system/system/priv-app/UFaceService/UFaceService.apk
lenovo,java,vendor/lib64/libarcsoft_faceid.so; vendor/lib/libarcsoft_faceid.so,,,,system/system/priv-app/FaceUnlockT610/FaceUnlockT610.apk
lenovo,jd20,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,
lenovo,jd2019,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,
lenovo,k10a40,,,,,system/app/FaceLock/FaceLock.apk
lenovo,k10e70,,,,,
lenovo,k5,,,,,system/app/FaceLock/FaceLock.apk
lenovo,k50a40,,,,,
lenovo,k606f,,,,,
lenovo,k9,,,,,system/app/FaceLock/FaceLock.apk
lenovo,kama2,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,system/system/priv-app/FaceUnlockService/FaceUnlockService.apk
lenovo,kraft-a6000,,,,,
lenovo,kunlun,,,,,system/app/FaceLock/FaceLock.apk
lenovo,kunlun2,,,,,system/system/app/FaceLock/FaceLock.apk
lenovo,lenovo_a6_note,,,,,system/system/app/FaceLock/FaceLock.apk
lenovo,moba,,,,,
lenovo,p11_pro_plus,,,,,
lenovo,p2a42,,,,,system/app/FaceLock/FaceLock.apk
lenovo,p89990ja1,,,,,
lenovo,pb-6505m,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,pb1-750m,,,,,system/app/FaceLock/FaceLock.apk
lenovo,pb2,,,,,system/app/FaceLock/FaceLock.apk
lenovo,pb2-670m,,,,,system/app/FaceLock/FaceLock.apk
lenovo,pb2-670m1,,,,,system/app/FaceLock/FaceLock.apk
lenovo,q706f,,,,,
lenovo,q706z,,,,,
lenovo,s1la40,,,,,
lenovo,sprout,,system/lib/libMegviiUnlock.so; system/lib64/libMegviiUnlock.so,,,
lenovo,sprout_plus,,system/lib/libMegviiUnlock.so; system/lib64/libMegviiUnlock.so,,,
lenovo,tb-7304f,,,,,
lenovo,tb-7504f,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb-8704v,,,,,
lenovo,tb-8704x,,,,,
lenovo,tb-9707f,,,,,
lenovo,tb-x505f,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,tb-x505l,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,tb-x505x,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,
lenovo,tb-x605fc,,system/system/lib64/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,tb125fu,,,,,
lenovo,tb132fu,,,,,
lenovo,tb2-x30l,,,,,
lenovo,tb3-730x,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb3-850f,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb3-850m,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb3-x70f,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb3-x70l,,,,,system/app/FaceLock/FaceLock.apk
lenovo,tb301xu,,,,,
lenovo,tb310fu,vendor/lib64/libarcsoft_faceid.so,,,,system/system/priv-app/FaceUnlock/FaceUnlock.apk
lenovo,tb320fc,,,,,
lenovo,tb321fu,,,,,
lenovo,tb328xu,system/system/priv-app/LctFaceService/lib/arm64/libarcsoft_faceid.so,,,,system/system/priv-app/LctFaceService/LctFaceService.apk
lenovo,tb330fu,,,,,
lenovo,tb330xc,,,,,
lenovo,tb330xu,,,,,
lenovo,tb370fu,,,,,
lenovo,tb371fc,,,,,
lenovo,tb570fu,,,,,
lenovo,vega,,system/system/priv-app/MtkSettings/lib/arm64/libMegviiUnlock.so; system/system/priv-app/MtkSystemUI/lib/arm64/libMegviiUnlock.so,,,
lenovo,walnut,,,,,
lenovo,x104f,,,,,
lenovo,x104l,,,,,
lenovo,x104x,,,,,
lenovo,x306f,,system/system/lib64/libMegviiUnlock.so,,,
lenovo,x306xa,,system/system/lib64/libMegviiUnlock.so,,,
lenovo,x6c6f,system/system/system_ext/lib64/libarcsoft_faceid.so; system/system/system_ext/priv-app/MtkSystemUI/lib/arm64/libarcsoft_faceid.so,,,,
lenovo,x6c6l,system/system/system_ext/lib64/libarcsoft_faceid.so; system/system/system_ext/priv-app/MtkSystemUI/lib/arm64/libarcsoft_faceid.so,,,,
lenovo,x6c6x,system/system/system_ext/lib64/libarcsoft_faceid.so; system/system/system_ext/priv-app/MtkSystemUI/lib/arm64/libarcsoft_faceid.so,,,,
lenovo,x705f,,,,,
lenovo,x705l,,system/lib64/libMegviiUnlock.so,,,
lenovo,yeti,,,,,
lenovo,yt-x703x,,,,,
lenovo,yt-x705f,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,yt-x705l,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,yt-x705x,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,system/system/app/FaceLock/FaceLock.apk
lenovo,yt3,,,,,
lenovo,yt3-850m,,,,,system/app/FaceLock/FaceLock.apk
lenovo,yt3-x50l,,,,,system/app/FaceLock/FaceLock.apk
lenovo,zap,,system/lib/libMegviiUnlock.so; system/lib64/libMegviiUnlock.so,,,
lenovo,zelda,,,,,
lenovo,zippo,,system/system/lib64/libMegviiUnlock.so; system/system/lib/libMegviiUnlock.so,,,
lge,alpha,,,,,system/system/app/FaceLock/FaceLock.apk
lge,alphalm,,,,,
lge,alphaplus,,,,,
lge,caymanlm,,,,,
lge,caymanslm,,,,,
lge,cf,,,,,system/app/FaceLock/FaceLock.apk
lge,cf2,,,,,system/app/FaceLock/FaceLock.apk
lge,elsa,,,,,system/app/FaceLock/FaceLock.apk
lge,falcon,,,,,
lge,flashlmdd,,,,,
lge,g2,,,,,system/app/FaceLock/FaceLock.apk
lge,g2m,,,,,system/app/FaceLock.apk
lge,gf2,,,,,
lge,h1,,,,,system/app/FaceLock/FaceLock.apk
lge,jagnm,,,,,system/app/FaceLock/FaceLock.apk
lge,joan,,,,,
lge,judyln,,,,,
lge,judyp,,,,,
lge,judypn,,,,,
lge,l-01k,,,,,
lge,l-41a,,,,,
lge,l-51a,,,,,
lge,lucye,,,,,
lge,mfh505glm,,,,,
lge,mh2lm,,,,,
lge,mh5lm,,,,,system/system/app/FaceLock/FaceLock.apk
lge,mlv5,,,,,system/app/FaceLock/FaceLock.apk
lge,phoenix_sprout,,,,,
lge,rainbowlm,,,,,
lge,t8lte,,,,,system/app/FaceLock/FaceLock.apk
lge,tf10,,,,,
lge,timelm,,,,,
lge,w3voip,,,,,
lge,w5c,,,,,
lge,w7,,,,,system/app/FaceLock/FaceLock.apk
lge,w7ds,,,,,system/app/FaceLock/FaceLock.apk
lge,winglm,,,,,
lge,x10,,,,,system/app/FaceLock/FaceLock.apk
lge,x5,,,,,system/app/FaceLock.apk
litbyleia,lpd-10w,,,,,
logicom,logicom_lehop,,,,,
lt,thething,,,,,
lyf,ls-5013,,,,,system/app/FaceLock/FaceLock.apk
m-horse,m1,,,system/lib/libstfaceunlock.so,,system/app/PrizeFaceUnlock/PrizeFaceUnlock.apk
maxcom,msm8909_512,,,,,
mbiphone,s10,,,,,
mblu,mblu10,,,,,
mediatek,mt2712_saic_eh32,,,,,
meitu,vela,,,system/system/lib64/libstfaceunlockocl.so,,
meizu,15,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,16s,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,16x,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,a8,,,,,
meizu,m15,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,m1822,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,m1852,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,m1e,,,,,
meizu,m2,,,,,
meizu,m2481,,,,,
meizu,m2note,,,,,
meizu,m3max,,,,,
meizu,m5note,,,,,
meizu,meizu16spro,,,system/system/lib64/libstfaceunlockocl.so; system/system/priv-app/FaceRecognition/lib/arm64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu16t,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu16xs,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu17,,,system/system/lib64/libstfaceunlockocl.so; system/system/priv-app/FaceRecognition/lib/arm64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu17pro,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu18,,,,,
meizu,meizu18pro,,,system/system/lib64/libstfaceunlockocl.so; system/system/priv-app/FaceRecognition/lib/arm64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu18s,,,system/system/lib64/libstfaceunlockocl.so; system/system/priv-app/FaceRecognition/lib/arm64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu18spro,,,system/system/lib64/libstfaceunlockocl.so; system/system/priv-app/FaceRecognition/lib/arm64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu18x,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizu20,,,,,
meizu,meizu20inf,,,,,
meizu,meizu20pro,,,,,
meizu,meizu21,,,,,
meizu,meizu21note,,,,,
meizu,meizu21pro,,,,,
meizu,meizu_m5,,,,,
meizu,meizuc9pro,,,,,
meizu,meizum6t,,,,,
meizu,meizunote16,,,,,
meizu,meizunote16pro,,vendor/lib64/libanc_faceid.so,,,
meizu,meizunote8,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizunote9,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,meizuvenus,,vendor/lib64/libanc_faceid.so,,,
meizu,mx4,,,,,
meizu,note9,,,system/system/lib64/libstfaceunlockocl.so,,system/system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,pro6plus,,,system/lib64/libstfaceunlock.so; system/priv-app/FaceRecognition/lib/arm64/libstfaceunlock.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,pro7plus,,,system/lib64/libstfaceunlock.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
meizu,u10,,,,,
meizu,u20,,,,,
meizu,x8,,,system/lib64/libstfaceunlock.so; system/lib64/libstfaceunlocksnpe.so,,system/priv-app/FaceRecognition/FaceRecognition.apk
metropcs,w5,,,,,system/app/FaceLock.apk
mi,pissarroin,,,system/system/app/MiuiBiometric/lib/arm64/libstfaceunlockocl.so; system/system/lib64/libstfaceunlockocl.so,,
micromax,e6523,,,vendor/lib/libstfaceunlock.so,,
micromax,e7533,,,,,system/system/priv-app/FaceUnlock/FaceUnlock.apk
micromax,e7746,,,system/system/lib64/libstfaceunlock.so; system/system/lib/libstfaceunlock.so,,system/system/app/TFaceServiceApp/TFaceServiceApp.apk; system/system/priv-app/FaceUnlock/FaceUnlock.apk
micromax,ione,,,,,
micromax,n8305,,,,,
micromax,p681,,,,,system/app/FaceLock/FaceLock.apk
micromax,q4002,,,,,
micromax,q409a,,,,,
minix,byt_t_crv2,,,,,
mito,mito_a37_z1plus,,,,,
mobvoi,catfish,,,,,
mobvoi,dace,,,,,
mobvoi,ricefish,,,,,
mobvoi,rover,,,,,
mobvoi,rubyfish,,,,,
moondrop,k6877v1_64_k419,,,,,system/system/priv-app/Aiui_FaceLock/Aiui_FaceLock.apk
moondrop,md_ph_001,,,,,system/system/priv-app/Aiui_FaceLock/Aiui_FaceLock.apk
motorola,addison,,,,,
motorola,ahannah,,,,,system/app/FaceLock/FaceLock.apk
motorola,aion,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,aito,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,albus,,,,,system/app/FaceLock/FaceLock.apk
motorola,ali,,system/priv-app/MotoFaceUnlock/lib/arm/libMegviiUnlock.so,,,system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk
motorola,aljeter,,,,,system/app/FaceLock/FaceLock.apk
motorola,arcfox,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,astro,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,athene,,,,,system/app/FaceLock/FaceLock.apk
motorola,austin,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,avatrn,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,bali,,system/system/lib/libMegviiUnlock.so,,,system/system/priv-app/FaceUnlockService/FaceUnlockService.apk
motorola,bangkk,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,bathena,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,beckham,,,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk
motorola,berlin,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,berlna,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,blackjack_64,,,,,
motorola,borag,system/system/lib64/libarcsoft_faceid.so,,,,system/system/priv-app/FaceUnlockService/FaceUnlockService.apk
motorola,borago,,,,,
motorola,borneo,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,boston,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,bronco,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,burton,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,cancun,,,,,
motorola,cancunf,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,capri,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,caprip,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,cebu,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,cedric,,,,,system/app/FaceLock/FaceLock.apk
motorola,channel,,,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk
motorola,chef,,,,,system/system/app/FaceLock/FaceLock.apk
motorola,chef_sprout,,,,,system/system/product/app/FaceLock/FaceLock.apk
motorola,clark,,,,,system/app/FaceLock/FaceLock.apk
motorola,cofud,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,coful,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,condor_umtsds,,,,,
motorola,corfu,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,corfur,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,ctwo,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,cusco,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,cuscoi,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,cybert,,,,,
motorola,cypfq,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,cypfr,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,cyprus,,,,,
motorola,cyprus64,,,,,
motorola,deen,,,,,system/system/app/FaceLock/FaceLock.apk
motorola,deen_sprout,,,,,system/system/product/app/FaceLock/FaceLock.apk
motorola,def,,,,,
motorola,denver,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,denver_tmp,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,devon,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,devonf,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,devonn,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,doha,,system/system/priv-app/MotoFaceUnlock/lib/arm64/libMegviiUnlock.so,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,dubai,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,ellis,product/priv-app/MotoFaceUnlockArcSoft/lib/arm/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,eqe,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,eqs,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,evert,,,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk
motorola,evolve,,,,,
motorola,falcon_umts,,,,,system/app/FaceLock/FaceLock.apk
motorola,falcon_umtsds,,,,,system/app/FaceLock/FaceLock.apk
motorola,fiji,,,,,
motorola,fogos,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,foles,,system/system/priv-app/MotoFaceUnlock/lib/arm64/libMegviiUnlock.so,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,genevn,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,ginna,,,,,
motorola,gmp,,,,,
motorola,gnevan,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,griffin,,,,,system/app/FaceLock/FaceLock.apk
motorola,guam,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,guamna,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,guamp,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,hannah,,,,,system/app/FaceLock/FaceLock.apk
motorola,hanoip,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,harpia,,,,,system/app/FaceLock/FaceLock.apk
motorola,hawaiip,vendor/lib64/libarcsoft_faceid.so,,,,system/system/app/ApeFaceUnlock_p410/ApeFaceUnlock_p410.apk
motorola,hawaiipl,vendor/lib64/libarcsoft_faceid.so,,,,system/system/app/ApeFaceUnlock_p410/ApeFaceUnlock_p410.apk
motorola,hawao,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,hiphi,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,hiphic,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,ibiza,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,james,,,,,system/app/FaceLock/FaceLock.apk
motorola,java,vendor/lib64/libarcsoft_faceid.so; vendor/lib/libarcsoft_faceid.so,,,,system/system/priv-app/FaceUnlockT610/FaceUnlockT610.apk
motorola,jeter,,,,,system/app/FaceLock/FaceLock.apk
motorola,kane,,system/system/lib/libMegviiUnlock.so; system/system/lib64/libMegviiUnlock.so,,,
motorola,kane_sprout,,system/system/priv-app/MotoFaceUnlock/lib/arm64/libMegviiUnlock.so,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,kansas,,,,,product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,kiev,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,kievv,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,kinzie,,,,,system/app/FaceLock/FaceLock.apk
motorola,kyoto,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,lake,,system/system/priv-app/MotoFaceUnlock/lib/arm64/libMegviiUnlock.so,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk
motorola,leap,,,,,
motorola,liber,,,,,
motorola,lima,,,,,system/system/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk; system/system/priv-app/MotoFaceUnlockTA/MotoFaceUnlockTA.apk
motorola,lion,,,,,
motorola,lisbon,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,lux_uds,,,,,system/app/FaceLock/FaceLock.apk
motorola,lynkco,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,lyriq,product/priv-app/MotoFaceUnlockArcSoft/lib/arm64/libarcsoft_faceid.so,,,,product/priv-app/MotoFaceUnlockArcSoft/MotoFaceUnlockArcSoft.apk
motorola,m170,,,,,
